id,title,url,organisation,Wikidata Q number,Wikidata urls,format,date,is_alive,type1,type2,additional,description,Extracted_Locations,postcode
51662,Tayside Organists Society,http://www.taysideorganists.org/,Tayside Organists' Society,,,website,31/03/2017,True,Music,MUSIC,,Site of a society that Society promotes interest in organs and organ music among its members and the general public.,,
51869,Active Events,http://www.activeevents.org.uk/,Active Agents,,,website,07/04/2017,True,Music,MUSIC,,"Site of a music agent representing Scottish musicians, as well as staging music events throughout Scotland.",,
51872,Showcase Scotland,http://www.showcasescotlandexpo.com/,Active Events Ltd,,,website,07/04/2017,True,Music,MUSIC,,"Site of an organisation which promotes Scottish music and artists to markets and countries outside the UK, in the genres of folk, traditional, world and acoustic music, through a series of live events.",,
52798,Tenement TV,http://www.tenementtv.com/,Tenement TV,,,website,05/05/2017,True,Music,MUSIC,,"Site of an organisation based in Glasgow that presents online music features about Scottish popular and independent music and publishes weekly reviews, features, interviews, and music news coverage.","Glasgow",
52799,Scottish Alternative Music Awards [old],http://officialsama.squarespace.com/,Scottish Alternative Music Awards,,,website,05/05/2017,True,Music,MUSIC,,"Site of annual music awards, based in Glasgow and focusing on independent Scottish musicians and groups, in the rock, indie, and popular music genres.","Glasgow",
52819,Glasgow Caledonian Strathspey & Reel Society,http://www.callyfiddleorchestra.co.uk/,Glasgow Caledonian Fiddle Orchestra,,,website,05/05/2017,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of an orchestra playing traditional Scottish reels, jigs, strathspeys, waltzes, polkas, two-steps, slow airs and folk tunes and based in Glasgow - formerly known as Glasgow Caledonian Strathspey & Reel Society.",,
53361,Tune up,http://www.tuneup.org.uk/,Scottish Arts Council,,,website,19/05/2017,True,Music,MUSIC,,Site of an initiative of the Scottish Arts Council to support music touring in Scotland.,,
54227,Fence Records,http://www.fencerecords.com/,Fence Records,Q5442982,https://www.wikidata.org/wiki/Q5442982,website,02/06/2017,True,Music,MUSIC,,Site of a small musical collective and record company based in Fife.,"Fife",
54256,Alter Ego Trading Company,http://www.alteregotradingcompany.org/,Alter Ego Trading Company,,,website,05/06/2017,True,Music,MUSIC,,"Site of a music outlet relating to the Fence Collective, and associated music acts, located in the East Neuk of Fife, Scotland.",,
54257,Yellae Deuks,http://www.yellaedeuks.org/,Yellae Deuks,,,website,05/06/2017,False,Music,MUSIC,,"Site of an annual music festival located in Anstruther, Fife, Scotland, featuring local acts of Scottish, national repute.",,
54258,Triassic Tusk,http://triassictusk.com/,Triassic Tisk Records,,,website,05/06/2017,False,Music,MUSIC,,"Site of a record label based in Fife, Scotland.","Fife",
54275,De-fence Records,http://www.de-fencerecords.com/,De-Fence Records,,,website,05/06/2017,True,Music,MUSIC,,"Site of a record label based in Fife, Scotland.","Fife",
54276,Northern Alliance,http://www.lowfidelity.com/,Northern Alliance,Q309368,https://www.wikidata.org/wiki/Q309368,website,05/06/2017,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a music group based in Fife Scotland.,"Fife",
54278,Pictish Trail,http://pictishtrail.co.uk/,Pictish Trail,,,website,05/06/2017,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of Johnny Lynch, a folk / electronic / indie-folk artist from Edinburgh, Scotland and based in Eigg.","Edinburgh",
54279,Oates Field,http://www.theoatesfield.com/,Oates Field,,,website,05/06/2017,False,Music,MUSIC,,Site of a music group based in Edinburgh.,"Edinburgh",
54280,James Yorkston,http://www.jamesyorkston.co.uk/,James Yorkston,,,website,05/06/2017,True,Music,MUSIC,,"Site of a singer, musician and songwriter from and based in Fife, Scotland.","Fife",
54281,King Creosote,http://www.kingcreosote.com/,King Creosote,,,website,05/06/2017,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a singer, songwriter and musician from Fife, Scotland.","Fife",
54338,Lidh Music,http://www.lidhmusic.com/,Lidh Music,,,website,06/06/2017,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a singer, songwriter and musician based in the East Neuk of Fife.",,
54339,Found : the Band,http://foundcollective.com/,Found,Q5474252,https://www.wikidata.org/wiki/Q5474252,website,06/06/2017,True,Music,MUSIC,,WordPress site of a music and arts group dased in Edinburgh.,"Edinburgh",
54401,Gumi Bako,http://www.gummibako.com/,Gummi Bako,,,website,07/06/2017,True,Music,MUSIC,,Site of a music group assocaited with the Fence Collective and based in Fife.,"Fife",
54476,Withered Hand,http://witheredhand.com/,Withered Hand,,,website,08/06/2017,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a musician, Dan Willson, based in Fife, Scotland, and using.","Fife",
54580,Isle of Skye Accordion & Fiddle Club,http://www.skyemusic.co.uk/,Isle of Skye Accordion and Fiddle Club,,,website,09/06/2017,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional music club based on the Isle of Skye.,,
54751,Shetland Jazz Club,http://www.shetlandjazzclub.org/,Shetland Jazz Club,,,website,15/06/2017,False,Music,MUSIC : JAZZ,,"Site of a jazz music club and annual festival located at Sandwick, Shetland.","Sandwick",
54788,Thomas Fraser Webpages,http://www.thomasfraser.com/,Thomas Fraser Webpages,,,website,16/06/2017,True,Music,MUSIC,,Site dedicated to a Shetland country musician Thomas Fraser and a festival of his music.,,
54915,Banchory Fiddlers,http://www.banchoryfiddlers.co.uk/,Banchory Strathspey and Reel Society,,,website,20/06/2017,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional fiddle and accordian music society located in Banchory, Aberdeenshire, and their annual music festival.","Banchory, Aberdeenshire",
56947,Music at Paxton,https://www.musicatpaxton.co.uk/,Music at Paxton,,,website,01/09/2017,True,Music,MUSIC,,"Site of an annual Summer chamber music festival at Paxton House, Berwickshire.",,
57007,Make-that-a-take-records,http://www.makethatatakerecords.com/,Make-That-A-Take Records,,,website,05/09/2017,True,Music,MUSIC : RECORD COMPANY,,"Site of a DIY punk rock record label / collective based on the east coast of Scotland, who stage perfomances, release records and aim to contribute positively to their community and believe in the equality of and equity for all humans regardless of gender, race, religion, nationality, class, sexual orientation, status or any other perceived identifier.",,
57316,Martha L Healy,https://www.marthalhealy.com/,Martha L Healy,,,website,20/09/2017,True,Music,MUSIC,,Site of a Scottish songwriter working in the Americana genre.,,
57391,Fly Club,http://flyclub.co/,Fly Club,,,website,25/09/2017,True,Music,MUSIC,,"Site of a disco and house club located in central Edinburgh, and the parent organisation who stage these and other, outdoor events.","Edinburgh",
57437,Glasgow Improvisers Orchestra,https://glasgowimprovisersorchestra.com/,Glasgow Improvisers Orchestra,Q1529504,https://www.wikidata.org/wiki/Q1529504,website,25/09/2017,True,Music,MUSIC : ORCHESTRAS,,Site of a musical organisation based in Glasgow that specialises in group improvisation in musical performance.,"Glasgow",
57477,Fife Brass Banding,http://fifebrassbanding.org.uk/,Fife Brass Banding,,,website,26/09/2017,False,Music,MUSIC : BRASS BAND,,"Site of a competitive festival of brass band music located in Fife, Scotland.","Fife",
57490,Buckhaven & Methil Brass Band,http://www.buckhavenband.com/,Buckhaven & Methil Miners' Brass Band,,,website,26/09/2017,False,Music,MUSIC : BRASS BAND,,"Site of a brass band based in Eastern Fife, at Buckhaven and Methil.","Buckhaven",
57491,Clackmannan District Brass Band,http://www.clackmannanbrass.co.uk/,Clackmannan District Brass Band,,,website,26/09/2017,True,Music,MUSIC : BRASS BAND,,"Site of a brass band based in Alloa, Clackmannanshire.",,
57498,Dunaskin Doon Band,http://www.ddband.co.uk/,Dunaskin Doon Band,,,website,26/09/2017,True,Music,MUSIC : BRASS BAND,,"Site of a competitive brass ban located in Ayr, South Ayrshire.","Ayr",
57499,Dunfermline Town Band,http://www.dunfermlinebrass.co.uk/,Dunfermline Brass Band,,,website,26/09/2017,False,Music,MUSIC : BRASS BAND,,"Site of a local brass band based in Dunfermline, Fife.",,
57500,Dysart Colliery Silver Band,https://dysartband.co.uk/,Dysart Colliery Silver Band,,,website,26/09/2017,True,Music,MUSIC : BRASS BAND,,"Site of a brass band based at Dysart, Fife.",,
57503,St Ronans Silver Band,http://www.stronanssilverband.org/index.php,St. Ronan's Silver Band,,,website,26/09/2017,True,Music,MUSIC : BRASS BAND,,"Site of a brass band based at St. Ronan's, near Innerleithen in the Scottish Borders.","Innerleithen",
58575,Shock the City,http://www.shockcity.co.uk/,Shock City Productions,,,website,07/11/2017,False,Music,MUSIC : AGENT,,Site of an organisation staging rock music events featuring rock tribute acts.,,
58624,Kelso Folk & Live Music Club,http://www.kelsofolk.co.uk/,Kelso Folk & Live Music Club,,,website,08/11/2017,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional music club active in Kelso, Scottish Borders.","Kelso",
59920,Scottish Ensemble,http://scottishensemble.co.uk/,Scottish Ensemble,Q7437710,https://www.wikidata.org/wiki/Q7437710,website,21/12/2017,True,Music,MUSIC : ORCHESTRAS,,Site of a Scottish classical string ensemble based in Glasgow.,"Glasgow",
60014,Downdfield Musical Society,http://www.downfieldmusical.co.uk/,Downfield Musical Society,,,website,03/01/2018,True,Music,MUSIC,,Site of a musical and musical theatre society located in Dundee.,"Dundee",
60015,Broughty Ferry Amateur Operatic Society: BFAOS,https://www.broughtyopera.co.uk/,Broughty Ferry Amateur Operatic Society,,,website,03/01/2018,True,Music,MUSIC,,"Site of a musical theatre company, based in the Broughty Ferry area of Dundee.","Dundee",
60016,Tayside Symphony Orchestra,http://www.taysidesymphonyorchestra.org.uk/,Tayside Symphony Orchestra,,,website,03/01/2018,True,Music,MUSIC : ORCHESTRAS,,Site of an orchestra based in Dundee who play music to raise money for charity.,"Dundee",
60571,Angus Folk,https://angusfolk.wordpress.com/,Angus Folk,,,website,26/01/2018,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a folk music and community singing group based at Kirriemuir, Angus.",,
64739,Georgian Concert Society,http://www.gcs.org.uk/,Georgian Concert Society,,,website,23/04/2018,True,Music,MUSIC,,"Site of a music society located in Edinburgh that stages challenging and less known works in the genre of Early Music, inviting leading practitioners to Edinburgh for an annual series of concerts.","Edinburgh",
64742,Royal Scottish National Orchestra,http://www.rsno.org.uk/,RSNO,,,website,23/04/2018,True,Music,MUSIC : ORCHESTRAS,,"Site of the national orchestra of Scotland, based in Glasgow.","Glasgow",
65409,"Kilbarchan Warp & Weft, Story & Song",http://kilbarchanwarpandweft.webs.com/,"Kilbarchan Warp & Weft, Story & Song",,,website,11/05/2018,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of an online project and blog to collect stories and songs about the village and parish of Kilbarchan, Renfrewshire.","Kilbarchan",
65412,Fun Fiddle,http://funfiddle.co.uk/,Fun Fiddle,,,website,11/05/2018,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a group of fiddle (traditional / folk violin) tutors based in Portobello, Edinburgh.","Edinburgh, Portobello",
65507,Marit and Rona,https://www.maritandrona.net/,Marit and Rona,,,website,11/05/2018,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a traditional / folk music duo based in Edinburgh.,"Edinburgh",
70151,Karine Polwart,https://www.karinepolwart.com/,Karine Polwart,,,website,20/08/2018,True,Music,MUSIC : TRADITIONAL / FOLK,,"Website of the Scottish folk singer, musician and writer Karine Polwart.",,
70153,Runrig,http://www.runrig.co.uk/,Runrig,Q839817,https://www.wikidata.org/wiki/Q839817,website,20/08/2018,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of Scottish / Gaelic folk rock group Runrig.,,
83043,Edinburgh Blues & Rock Festival,https://ebrf.co.uk/,Edinburgh Blues & Rock Festival,,,website,21/11/2018,False,Music,FESTIVAL,,Site of a music festival stages annually in Edinburgh.,"Edinburgh",
84643,Bellshill Salvation Army Band,http://www.bsab.co.uk/,Bellshill Salvation Army Band,Q55477543,https://www.wikidata.org/wiki/Q55477543,website,10/01/2019,True,Music,CHRISTIANITY : SALVATION ARMY,,Site of a Salvation Army brass band beloning to the Bellshill Corps of the Salvation Army.,,
86163,Nevis Ensemble,https://nevisensemble.org/,Nevis Scotland,,,website,06/02/2019,False,Music,MUSIC,,Site of a music performance ensemble based on Scotland and playing music in diverse locations.,,
87110,Opera Camerata,http://operacamerata.org.uk/,Opera Camerata,,,website,25/02/2019,False,Music,MUSIC,,Site of an amateur opera company based in Edinburgh.,"Edinburgh",
91841,Edinburgh Gig Archive,http://www.edinburghgigarchive.com/,Edinburgh Gig Archive,,,website,13/05/2019,True,Music,MUSIC,,Amateur / enthusiast site recording the history of music performances (rock and pop groups) staged in Edinburgh.,"Edinburgh",
91842,Beo Feis // Festival,https://www.beofest.co.uk/,Beò Fèis,,,website,13/05/2019,False,Music,FESTIVAL,,Site of a music festival on the Isle of Skye featuring cèilidh bands from the West Coast and islands of Scotland.,,
93522,Haddington Concert Society,https://www.haddingtonconcertsociety.com/,Haddington Concert Society,,,website,12/06/2019,True,Music,MUSIC,,"Site of a musical society located in Haddington, East Lothian, promoting and encouraging the study, practice, and knowledge of music in Haddington and the surrounding district by organising concerts and other events that will advance public education in the arts.","East Lothian, Haddington",
93695,Arran Music,http://www.arranmusic.co.uk/,Arran Theatre and Arts Trust,,,website,14/06/2019,True,Music,MUSIC,,"Site advertising musical events staged on the isle of Arran (located in the North Ayrshire council area), staged by Arran Theatre and Arts Trust.","Arran",
94309,Glasgow Amateur Flute Ensemble,https://gafe.org.uk/,Glasgow Amateur Flute Ensemble,,,website,27/06/2019,False,Music,MUSIC,,Site of an amateur flute group based in Glasgow.,"Glasgow",
94554,Blind Youth,https://www.blindyouth.co.uk/,Blind Youth,,,website,09/07/2019,True,Music,ING,,"Fan and information site dedicated to the work, 1977-1980, of the electronic music group, The Human League.",,
94618,University of St Andrews Gilbert and Sullivan Society,https://gilbertandsullivan.wixsite.com/standrews/,University of St Andrews Gilbert and Sullivan Society,,,website,09/07/2019,True,Music,"THEATRE / VENUE, THEATRE COMPANY",,"Site of a musical theatre society performing and promoting the work of W. S. Gilbert and Arthur Sullivan, and located in the University of St. Andrews, Fife.",,
94710,Gamelan Naga Mas,https://www.nagamas.co.uk/,Gamelan Naga Mas,,,website,11/07/2019,True,Music,MUSIC,,"Site of a performers of classical Javanese and Balinese music and shadow puppetry, located in Glasgow.","Glasgow",
