id,title,url,organisation,Wikidata Q number,Wikidata urls,format,date,is_alive,type1,type2,additional,description,Extracted_Locations,postcode
146625,Music Across Borders,https://www.musicacrossborders.uk/,University of Edinburgh,Q160302,https://www.wikidata.org/wiki/Q160302,website,06/10/2021,True,Music,MUSIC,,"Site of a series of concerts staged at St Cecilia's Hall, Edinburgh showcasing music from Scotland and around the World.","Edinburgh, Hall",
146684,Rare Tunes,https://raretunes.org/,Rare Tunes,,,website,07/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,Music history,"Site recording the history or Scottish tradtional music, including more obscure aspects.",,
146686,"Tradition Bearers, The",https://www.thetraditionbearers.co.uk/,The Tradition Bearers,,,website,07/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,Music history,Site recording the history the role of the current (early 21st century) generation of traditional singers and musicians in Scotland's musical heritage.,,
146687,Scottish Culture Online,https://www.scottishcultureonline.com/,Scottish Culture Online,,,website,07/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Scottish traditional music site.,,
146688,Ardisier Folk Club,https://www.ardersierfolkclub.org.uk/,Ardersier International Folk Club,,,website,07/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a traditional music folk club and festival in Ardersier, Highland.",,
146689,"Lowland and Border Pipers' Society, The",https://lbps.net/j3site/index.php,The Lowland and Border Pipers' Society,,,website,07/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish-based society dedicated to researching and developing the Scottish bellows pipe, which includes small pipes (parallel bored chanters in various keys) and Lowland or Border pipes (conical bored chanters) of the Scottish Borders and northern England.","England",
147009,Constant Follower,https://www.constantfollower.com/,Constant Follower,,,website,12/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish experimental folk group.,,
150537,"Hussy’s, The",http://thehussys.blogspot.com/,The Hussy’s,,,website,13/10/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish pop band.,,
150541,Holly Tomás on Bandcamp,https://hollytomas.bandcamp.com/,Holly Tomás on Bandcamp,,,website,13/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish electronica musician.,,
150542,How to Swim on Bandcamp,https://howtoswim.bandcamp.com/,How to Swim,Q5918787,https://www.wikidata.org/wiki/Q5918787,website,13/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative-indie band.,,
150543,Iain Morrison on Bandcamp,https://iainmorrison.bandcamp.com/,Iain Morrison on Bandcamp,,,website,13/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147196,Opera Festival Scotland,https://operafestivalscotland.co.uk/,Opera Festival Scotland,,,website,14/10/2021,False,Music,FESTIVAL,,Site of a festival of opera staged in Dundee.,"Dundee",
147201,Tayside Folk Dance & Music,http://www.toeandheel.com/tayfolk.com/,toeandheel.com,,,website,14/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a traditonal music association based in Dundee.,"Dundee",
147225,Maureen Jelks,http://www.maureenjelks.co.uk/,Maureen Jelks,,,website,15/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer.,,
147230,Alison McMorland & Geordie McIntyre,http://www.alisonmcmorland.com/,Alison McMorland & Geordie McIntyre,,,website,15/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk duo, and storytelller.",,
147233,Scottish Music & Dance,https://scottishdance.webs.com/,Scottish Music & Dance,,,website,15/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Retail and information site about Scottish country dance bands.,,
147235,Mike's Community,http://mikescommunity.com/,Mike's Community,,,website,15/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site dedicated to modern Scottish ceilidh.,,
147805,Claire Hastings,https://www.clairehastings.com/,Claire Hastings,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147807,Pathhead Music Collective,http://pathheadmusiccollective.org.uk/,Pathhead Music Collective,,,website,25/10/2021,True,Music,MUSIC,,"Site of a group of musicians located in and around Pathhead, Midlothian.",,
147808,"Amphetameanies, The",http://www.amphetameanies.co.uk/,The Amphetameanies,,,website,25/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish punk-SKA band based in Glasgow.,"Glasgow",
147809,Alastair Savage,https://www.alastairsavage.co.uk/,Alastair Savage,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147810,Alasdair Fraser & Natalie Haas,https://alasdairandnatalie.com/,Alasdair Fraser & Natalie Haas,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician in partnership with a Californian cellist.,,
147811,Alasdair White,https://alasdairwhite.com/,Alasdair White,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147812,Alistair Ogilvy,https://alistairogilvy.com/,Alistair Ogilvy,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician.,,
147813,Aaron Jones,https://www.aaronhjones.com/,Aaron Jones,,,website,25/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish musician based in Dumfries & Galloway.,,
147814,Andy Shanks,https://www.andyshanks.co.uk/,Andy Shanks,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician and singer.,,
147815,Ross Whyte,https://www.rosswhyte.com/,Ross Whyte,,,website,25/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a Scottish composer, musician and tutor based in Glasgow..","Glasgow",
147821,Heriot Toun Studio,http://www.heriot-toun.co.uk/,Heriot Toun Studio,,,website,25/10/2021,True,Music,MUSIC : STUDIO,,"Site of a recording studio located at Heriot, Midlothian.","Heriot, Midlothian",
147822,Alistair McCulloch,https://www.alistairmcculloch.com/,Alistair McCulloch,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147823,Amy Geddes,http://www.amygeddes.co.uk/,Amy Geddes,,,website,25/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147824,Alex Campbell,https://sites.google.com/site/alexcampbellfolksinger/,Alex Campbell Folksinger,,,website,25/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Commemorative site of a Scottish traditional / folk musician.,,
147907,Angus Strathspey & Reel Society,http://www.asrs.org.uk/,Angus Strathspey and Reel Society,,,website,26/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish strathsey and reel society based in Kirriemuir, Angus.","Kirriemuir",
147956,Barluath,http://barluath.com/,Barluath,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band based in Glasgow.,"Glasgow",
147957,Heir of the Cursed on Bandcamp [Beldina Odenyo],https://heirofthecursed.bandcamp.com/,Heir of the Cursed on Bandcamp,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative / indie musician amd singer-songwriter based in Glasgow.,"Glasgow",
147958,Kapil Seshasayee on Bandcamp,https://kapilseshasayee.bandcamp.com/,Kapil Seshasayee,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock musician based in Glasgow.,"Glasgow",
147959,Life Model on Bandcamp,https://lifemodel.bandcamp.com/,Life Model,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock band.,,
147960,Mt. Doubt on Bandcamp,https://mtdoubt.bandcamp.com/,Mt. Doubt,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock band from Edinburgh.,"Edinburgh",
147961,Sumshapes on Bandcamp,https://sumshapes.bandcamp.com/,Sumshapes,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band from Glasgow.,,
147962,Wozniak on Bandcamp,https://wozniak.bandcamp.com/,Wozniak,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish rock band from Edinburgh.,"Edinburgh",
147963,Wrest,https://wrest.band/,Wrest,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative / indie band from Edinburgh.,"Edinburgh",
147964,Jo D'Arc,https://www.jodarc.co.uk/,Jo D'Arc,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,"Site of a writer, musician, producer/DJ and artist based in Glasgow.","Glasgow",
147965,Bi Beò Gaelic's Most Radical Band,http://bibeoband-bibeo.blogspot.com/,Bi Beò,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish Gaelic rap group.,,
147966,Ayr Pipe Band Society,https://ayrpipeband.wordpress.com/,Ayr Pipe Band Society,,,website,27/10/2021,True,Music,MUSIC : PIPING,,"Site of a Scottish pipe band and piping society located in Ayr, South Ayrshire.","Ayr, South Ayrshire",
147967,Brandon McPhee,https://www.brandonmcphee.com/,Brandon McPhee,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditonal / folk accordion player and composer.,,
147968,Scott Twynholm,http://www.scotttwynholm.com/,Scott Twynholm,,,website,27/10/2021,True,Music,MUSIC,,Site of a Scottish composer and musician.,,
147969,Anne Chaurand~guitariste,http://www.annechaurandguitarist.co.uk/,Anne Chaurand~guitariste,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a French musician based in Dumfries & Galloway.,,
147970,Angus Lyon,https://anguslyon.co.uk/,Angus Lyon,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a traditional / folk musician, producer & composer based in Scotland.",,
147971,Comhairle nan Eilean Siar Instrumental Music Service,https://blogs.glowscotland.org.uk/es/ceoleileansiar/,Comhairle nan Eilean Siar / Western Isles Council,,,website,27/10/2021,True,Music,"School, Music",,"Site of the instrumental music service of the Western Isles Council (Comhairle nan Eilean Siar) which provides music tuition, in a range of instruments, for pupils in every primary and secondary school in the council area, with particular emphasis on local and traditional instruments and music.","WESTERN ISLES",
147972,Tom Walker,https://www.iamtomwalker.com/,Tom Walker,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish singer-songwriter.,,
147973,Anne Martin,https://www.annemartin.scot/,"Martin, Anne",,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Gaelic traditional / folk singer from Skye.,,
147974,Aonghas Grant Highland Fiddler,http://www.scottishfiddle.org/,Aonghas Grant Highland Fiddler,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
147975,Dancing Haggis,https://www.thedancinghaggis.com/,The Scottish Music Shop,,,website,27/10/2021,True,Music,MUSIC : RETAIL,,"Site of a retailer of Scottish music recordings based in Dunoon, Argyll & Bute.","Dunoon",
147976,Anna-Wendy Stevenson,https://www.anna-wendy.com/,Anna-Wendy Stevenson,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk musician, composer and academic.",,
147977,Annie Booth on Bandcamp,https://anniebooth.bandcamp.com/,Annie Booth on Bandcamp,,,website,27/10/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish singer-songwriter and musician.,,
147978,Bill McCue,http://www.billmccue.com,Bill McCue,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer.,,
147979,Anna Murray,https://www.annamurray.com/,Anna Murray,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish piper, singer, actress, voice artist and teacher.",,
147980,Bert Jansch,https://www.bertjansch.com/,Strollin' Music Ltd,,,website,27/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of the late Bet Jansch a Scottish traditional / folk musician.,,
147981,Bert Jansch Foundation,https://bertjanschfoundation.org/,Bert Jansch Foundation,,,website,27/10/2021,True,Music,MUSIC : CHARITY,,"Site of a charity registered in England and Wales and named for the late Scottish folk musician Bert Jansch, which supports young acoustic musicians
in their early careers.","Wales, England",
148077,Corran Raa,http://www.corranraa.co.uk/,Corran Raa,,,website,28/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148078,"Bevvy Sisters, The",https://www.bevvysisters.co.uk/,The Bevvy Sisters,,,website,28/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk songwriting and vocal harmony group based in Edinburgh.,"Edinburgh",
148079,Pipers' Persuasion,http://www.piperspersuasion.com/,Traditional Arts Development,,,website,28/10/2021,True,Music,MUSIC : PIPING,,Site of a collection of exclusive video interviews with some of the greatest and most influential piping and drumming personalities of the modern era.,,
148080,Heidi Talbot,https://heiditalbot.com/,Heidi Talbot,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of an Irish traditional / folk musician based in Edinburgh.,"Edinburgh",
148081,Chris Armstrong,http://www.chrisarmstrong.co/,Chris Armstrong Bagpipe Products,,,website,28/10/2021,False,Music,MUSIC : PIPING,,Site of a Scottish piper dealer in bagpiping products.,,
148082,Canach on Bandcamp,https://canach.bandcamp.com/,Lenningen,Q1017410,https://www.wikidata.org/wiki/Q1017410,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148083,Corran Raa on Bandcamp,https://corranraa.bandcamp.com/,Corran Raa,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148084,Corrina Hewat,https://corrinahewat.com/,Corrina Hewat,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish musician, composer, singer and harper..",,
148085,Cantrip,https://www.cantrip-music.com/,Cantrip,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148086,CMC Vocals [Cailean McLean],https://www.cmcvocals.co.uk/,CMC Vocals Scotland,,,website,28/10/2021,False,Music,MUSIC : FUNCTION BAND,,"Site of a Scottish function singer, Cailean McLean.",,
148087,Colin MacLellan Reeds,https://www.pipereeds.com/,Colin MacLellan Reeds,,,website,28/10/2021,False,Music,MUSIC : PIPING,,Site of a Scottish piper & retailer of piping accoutrements.,,
148088,Band From Rockall,https://www.thebandfromrockall.co.uk/,Band From Rockall,,,website,28/10/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk project by former Runrig members Calum and Rory Macdonald.,,
148089,Bob Murray,http://www.stamp-shop.com/bob-murray.html,Bob Murray,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148090,Brenda Cochrane,http://www.brendacochrane.com/,Brenda Cochrane,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtioanal / folk singer.,,
148091,Corrina Hewat on Bandcamp,https://corrinahewat.bandcamp.com/,Corrina Hewat on Bandcamp,,,website,28/10/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish musician, composer, singer and harper.",,
148144,Calum Stewart,https://www.calum-stewart.com/,Calum Stewart,,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician and composer.,,
148145,Coreen Scott,http://www.coreenscott.co.uk/,Coreen Scott,,,website,01/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish singer based in East Lothian.,"East Lothian",
148146,Christine Kydd,https://www.christinekydd.com/,Christine Kydd,,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148147,Croft No. Five,http://www.croftnofive.co.uk/,Croft No. Five,,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish world music–Celtic fusion band.,,
148151,Dysart & Dundonald Pipe Band,http://www.ddpb.net/,Dysart & Dundonald Pipe Band,,,website,01/11/2021,False,Music,MUSIC : PIPING,,Site of a Scottish pipe band based in Fife.,"Fife",
148155,Davy Cattenach,http://www.davycattanach.com/,Davy Cattenach,,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer songwriter and musician.,,
148156,Elaine Crighton Jazz,http://www.elainecrightonjazz.co.uk/,Elaine Crighton Jazz,,,website,01/11/2021,True,Music,MUSIC : JAZZ,,Site of a Scottish jazz singer from Aberdeen.,"Aberdeen",
148157,Ewan MacColl,http://www.ewanmaccoll.co.uk/,Ewan MacColl Limited,,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a folk musician and songwriter, playwright and actor from Salford, Lancashire, born James Henry Miller to Scottish parents.","Salford",
148158,Fergie MacDonald,http://www.fergiemacdonald.com/,"MacDonald, Fergie",,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk musician.,,
148159,Abigail Pryde on Bandcamp,https://abigailpryde.bandcamp.com/,"Pryde, Abigail",,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish country pop singer-songwriter and musician.,,
148160,"Cherry Reds, The on Bandcamp",https://thecherryreds.bandcamp.com/,The Cherry Reds,,,website,01/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish SKA band from Glasgow.,,
148161,Dr Bruce Thomson,https://www.brucethomson.info/,Dr Bruce Thomson,,,website,01/11/2021,True,Music,MUSIC : PIPING,,Site of a Scottish piper.,,
148162,Claire White,https://www.clairewhite.info/,"White, Claire",,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk musician based in Shetland.,,
148163,David Douglas Music,https://www.daviddouglasmusic.co.uk/,David Douglas Music,,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish classical and traditional singer.,,
148164,David Ferrard,https://www.davidferrard.com/,"Ferrard, David",,,website,01/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish-American traditional / folk singer based in Edinburgh..,"Edinburgh",
148230,Bryan's Room Recordings,http://www.bryansroom.co.uk/,Bryan's Room Recordings,,,website,02/11/2021,False,Music,MUSIC : RECORD COMPANY,,Site of a Scottish record company specialising in Scottish accordion dance music.,,
148231,Fiona Kennedy,https://fiona-kennedy.co.uk/,Fiona Kennedy,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish singer, performer and broadcaster.",,
148232,Glencraig Scottish Dance Band,https://www.glencraigsdb.co.uk/,Glencraig Scottish Dance Band,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional Scottish dance band.,,
148233,Heather Downie,https://www.heatherdownie.co.uk/,Heather Downie,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer and musician.,,
148234,Elgin Strathspey & Reel Society,https://www.elginstrathspeyandreel.com/,Elgin Strathspey & Reel Society,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Strathspey and reel society from Elgin.,,
148235,Esther Swift,https://www.estherswift.co.uk/,"Swift, Esther",,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148236,Face the West,https://www.facethewest.co.uk/,Face the West,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk band.,,
148237,Fiona Driver,https://www.fionadriver.com/,Fiona Driver,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148238,Fochaber Fiddlers,https://www.fochabersfiddlers.co.uk/,Fochaber Fiddlers,,,website,02/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional fiddle orchestra made up of pupils at Milne's High School, Fochabers, Moray.",,
148239,"Fishing Fiddler, The [Pete Clark]",https://www.pete-clark.com/,"Fishing Fiddler, The",,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician and artist.,,
148240,Frieda Morrison,http://www.friedamorrisonmusic.com/,Frieda Morrison,,,website,02/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk singer, songwriter and broadcaster.",,
148241,Full Tilt,https://fulltilt.band/,Full Tilt Poker,Q1473712,https://www.wikidata.org/wiki/Q1473712,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band from Shetland.,,
148242,"Garioch Fiddlers, The",https://gariochfiddlers.com/,The Garioch Fiddlers,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish Strathspey and reel society based in Inverurie, Aberdeenshire.","Inverurie, Aberdeenshire",
148243,Gillie Mackenzie,https://gilliemackenzie.wixsite.com/gilliemackenzie/,Gillie Mackenzie,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish Gaelic singer-songwriter.,,
148245,Gary West,https://www.garywest.scot/,Gary West,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish musician, broadcaster and academic ethnologist.",,
148246,Glasgow Philharmonia,https://www.glasgowphilharmonia.com/,Glasgow Philharmonia,,,website,02/11/2021,False,Music,MUSIC : ORCHESTRAS,SCO47789,Site of a Scottish orchestra and registered charity located in Glasgow. SCO47789.,"Glasgow",
148247,Anna McLuckie,http://annamcluckie.co.uk/,Anna McLuckie,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk singer and musician.,,
148248,"House of Edgar Shotts and Dykehead, The",http://www.sdcpb.com/,The House of Edgar Shotts and Dykehead,,,website,02/11/2021,False,Music,MUSIC : PIPING,,Site of a Scottish pipe band.,,
148249,Hugh A. MacCallum,http://hughmaccallum.www.idnet.com/,Hugh A. MacCallum,,,website,02/11/2021,True,Music,MUSIC : PIPING,,"Site of a Scottish traditional / folk piper, the late Hugh A MacCallum.",,
148250,Hullion,http://www.hullion.co.uk/,Hullion,,,website,02/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk band from Orkney.,,
148251,John Coletta & the Humpff Family Revival,https://www.thehumpfffamilyrevival.com/,John Coletta and Twmpath,,,website,02/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk band.,,
148252,Big Fat Panda,https://bigfatpandamusic.com/,Big Fat Panda,,,website,02/11/2021,True,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish SKA bandfrom Edinburgh.,"Edinburgh",
148270,Rev Magnetic,https://revmagnetic.com/,Rev Magnetic,,,website,03/11/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site of a Scottish alternative rock-pop band.,,
148274,Ian Hardie,http://www.ian-hardie.co.uk/,Ian Hardie,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician  and composer.,,
148275,Glasgow Blues Players,https://glasgowbluesplayers.co.uk/,Glasgow Blues Players,,,website,03/11/2021,False,Music,"MUSIC : INDIE, POP, ALTERNATIVE & ROCK",,Site showcasing the musicians on the Glasgow blues scene.,,
148276,Graeme Mackay,https://grae30.wixsite.com/mysite/,Graeme Mackay,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk accordion musician and teacher.,,
148277,Gunna Sound Ceilidh Band on Bandcamp,https://gunnasound.bandcamp.com/,Gunna Sound Ceilidh Band,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band.,,
148278,Heather Innes Music,https://heatherinnes.com/,Heather Innes Music,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of an Irish traditional / folk singer and musician based in Scotland.,,
148280,Heron Valley,https://www.heronvalleyband.com/,Heron Valley,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk band based in Glasgow.,"Glasgow",
148281,Fat Sams,https://www.fatsamsband.com/,Fat Sams Band,,,website,03/11/2021,True,Music,MUSIC : JAZZ,,Site of a Scottish jazz and function band.,,
148282,Gordon Duncan Memorial Trust,https://www.gordonduncan.co.uk/,Gordon Duncan Memorial Trust,,,website,03/11/2021,True,Music,MUSIC : CHARITY,SC038339,Site of a Scottish registered charity established in memory of the late piper Gordon Duncan aiming to preserve and build on Gordon Duncan's legacy by funding and supporting young traditional musicians. SC038339.,,
148284,Iain Copeland,https://iaincopeland.com/,Iain Copeland,,,website,03/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
148285,Ian Bruce on Bandcamp,https://ianbruce.bandcamp.com/,Ian Bruce on Bandcamp,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditonal / folk singer-songwriter and musician.,,
148286,Isla Grant,https://islagrant.wordpress.com/,Isla Grant,,,website,03/11/2021,True,Music,MUSIC : COUNTRY,,Site of a Scottish Country singer.,,
148287,Isla St Clair,https://islastclair.co.uk/,Isla St Clair,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tradtional / folk singer and broadcaster.,,
148288,James Duncan Mackenzie,https://jamesduncanmackenzie.com/,James Duncan Mackenzie,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a musician and singer-songwriter from New Zealand based in Scotland..,"New Zealand",
148289,Jamie Macdougall,https://jamiemacdougall.net/,Jamie Macdougall,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish tenor.,,
148290,Jamie McClennan,https://jamiemcclennan.com/,Jamie McClennan,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a musician and singer-songwriter from New Zealand based in Scotland..,"New Zealand",
148291,"Merlin Academy of Traditional Music, The",https://merlinmusicacademy.com/,The Merlin Academy of Traditional Music,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish traditional / folk music school located in Melrose, the Scottish Borders.",,
148292,Iain MacFarlane & Ingrid Henderson,https://www.iainmacfarlaneingridhenderson.com/,Iain MacFarlane & Ingrid Ferguson,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk music duo.,,
148293,Jim Hunter,https://jimhunter.org/,Jim Hunter,,,website,03/11/2021,False,Music,MUSIC : TRADITIONAL / FOLK,,"Site of a Scottish tradtional / folk musician, singer-songwriter and tutor.",,
148294,John McCusker,https://www.johnmccusker.co.uk/,John McCusker,,,website,03/11/2021,True,Music,MUSIC : TRADITIONAL / FOLK,,Site of a Scottish traditional / folk musician.,,
